id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,year2,odometer2,year3,odometer3,year4,odometer4
14249,16,1985,35,2,1,4.0,127021,2.0,1,2,3,11.0,4,26.725070166749216,2745,3940225,16134334441,7821346625,2049399295030261,15525373050625,2062330822105059857
14250,187,2003,25,1,2,4.0,98321,2.0,2,1,2,12.0,4,50.0,20954,4012009,9667019041,8036054027,950470979130161,16096216216081,1217536770508801601
14251,257,2014,25,1,2,4.0,12721,4.0,1,2,3,12.0,4,32.0,49299,4056196,161823841,8169178744,2058561081361,16452725990416,26186955515993281
14252,217,2009,34,1,7,4.0,149310,2.0,1,2,2,11.0,4,45.0,3825,4036081,22293476100,8108486729,3328638916491000,16289949838561,-1063013368886683632
14253,209,2017,5,1,2,4.0,117957,2.0,2,0,2,12.0,11,39.0,34777,4068289,13913853849,8205738913,1641236458466493,16550975387521,9127888194236598641
14254,325,2014,22,1,2,3.887042178526604,115239,2.0,1,2,2,11.0,2,18.0,25765,4056196,13280027121,8169178744,1530377045396919,16452725990416,-8108320402599967519
14255,53,1981,13,0,3,3.0,32343,2.0,1,0,3,1.0,11,26.725070166749216,25130,3924361,1046069649,7774159141,33833030657607,15400609258321,1094261710558983201
14256,154,2006,0,1,1,4.0,100478,2.0,1,1,3,12.0,4,45.0,6817,4024036,10095828484,8072216216,1014408654415352,16192865729296,-8754711663911571440
14257,158,2017,13,2,7,4.0,62836,2.0,1,2,2,11.0,0,9.0,9510,4068289,3948362896,8205738913,248099330933056,16550975387521,-2857174515200044800
14258,92,2009,13,1,7,4.0,301175,2.0,1,2,3,11.0,4,8.0,2579,4036081,90706380625,8108486729,27318494184734375,16289949838561,399629212915369889
14259,95,2010,13,1,2,3.0,18309,2.0,2,1,3,1.0,4,7.0,22297,4040100,335219481,8120601000,6137533477629,16322408010000,112372100441909361
14260,314,2011,34,1,7,4.0,99765,2.0,1,2,2,11.0,4,3.0,4255,4044121,9953055225,8132727331,992966554522125,16354914662641,6829587943352042545
14261,213,2010,5,1,2,3.0,92333,2.0,1,1,3,12.0,4,37.0,19428,4040100,8525382889,8120601000,787174178290037,16322408010000,-1104822890784220143
14262,209,2011,35,1,2,4.0,109334,4.0,1,0,0,5.0,3,39.0,9192,4044121,11953923556,8132727331,1306970278071704,16354914662641,-4677664206984727792
14263,16,2002,28,5,2,4.0,105230,2.0,2,2,2,5.0,0,18.0,6686,4008004,11073352900,8024024008,1165248925667000,16064096064016,-6508064068028451312
14264,280,2011,23,5,2,4.0,167069,2.0,1,1,3,1.0,2,39.0,7943,4044121,27912050761,8132727331,4663238408589509,16354914662641,4319326588839511249
14265,268,2019,23,2,7,4.0,93090,4.0,1,2,0,3.0,4,32.0,6946,4076361,8665748100,8230172859,806694490629000,16616719002321,1308213837815403536
14266,160,2014,29,2,7,4.0,78160,2.0,2,2,1,11.0,4,43.0,1999,4056196,6108985600,8169178744,477478314496000,16452725990416,426216913588256768
14267,34,2014,35,2,2,4.0,90364,2.0,1,2,3,11.0,4,21.0,7924,4056196,8165652496,8169178744,737881022148544,16452725990416,-7109095609407176448
14268,194,2010,25,1,2,4.0,88670,2.2066036342148028,1,2,2,8.545981681193677,4,19.0,19819,4040100,7862368900,8120601000,697156250363000,16322408010000,6476612498558555152
14269,354,2020,23,1,7,4.0,13323,2.0,1,2,2,12.0,0,19.0,7760,4080400,177502329,8242408000,2364863529267,16649664160000,31507076800424241
14270,0,2011,35,1,7,4.0,108104,3.0,1,2,3,11.0,11,18.0,18782,4044121,11686474816,8132727331,1263354673508864,16354914662641,7446485109035372544
14271,257,2014,13,1,7,4.0,108184,2.0,1,0,2,12.0,11,32.0,18853,4056196,11703777856,8169178744,1266161503573504,16452725990416,7851207586629095424
14272,340,1969,13,5,2,4.0,215890,2.0,2,0,3,5.0,9,19.0,1061,3876961,46608492100,7633736209,10062307359469000,15030826595521,-4364264861964680688
14273,16,2014,34,2,7,4.0,2267,2.0,1,2,0,12.0,2,18.0,9065,4056196,5139289,8169178744,11650768163,16452725990416,26412291425521
14274,200,2013,25,1,2,4.0,35783,4.0,1,0,2,5.0,6,7.0,26990,4052169,1280423089,8157016197,45817379393687,16420073604561,1639483286844301921
14275,240,2012,9,1,2,4.0,117480,2.0,1,2,0,11.0,4,37.0,7769,4048144,13801550400,8144865728,1621406140992000,16387469844736,6015352706644643840
14276,16,2015,16,2,7,4.0,144890,2.0,2,2,0,3.0,2,18.0,10056,4060225,20993112100,8181353375,3041692012169000,16485427050625,-2011102125862828784
14277,316,2004,16,1,2,4.0,233145,2.0,1,2,3,12.0,2,22.0,1321,4016016,54356591025,8048096064,12672967414523625,16128384512256,3159936065582292065
14278,312,2008,16,0,7,4.0,80058,4.0,1,2,2,11.0,4,26.725070166749216,2530,4032064,6409283364,8096384512,513114407555112,16257540100096,4185425092628053264
14279,262,2013,25,1,7,4.0,82545,2.0,1,2,3,11.0,7,14.0,7526,4052169,6813677025,8157016197,562434970028625,16420073604561,-8914037620115804223
14280,122,2012,34,1,7,4.0,80448,2.0,1,2,2,11.0,2,39.0,10482,4048144,6471880704,8144865728,520649858875392,16387469844736,4991751699388432384
14281,102,2009,35,5,2,4.0,111021,2.0,1,2,0,12.0,4,36.0,6968,4036081,12325662441,8108486729,1368407369862261,16289949838561,4348002019801665553
14282,54,1998,34,1,7,3.887042178526604,92020,3.0,2,2,2,11.0,2,42.0,4173,3992004,8467680400,7976023992,779195950408000,15936095936016,-2085364938294046464
14283,241,2001,17,5,1,3.0,89524,2.0,2,1,3,6.0,0,12.0,18458,4004001,8014546576,8012006001,717494267669824,16032024008001,8892724597744668928
14284,238,2016,37,0,2,4.0,107465,2.0,1,2,3,11.0,3,32.0,3187,4064256,11548726225,8193540096,1241083863769625,16518176833536,4245868904035889313
14285,111,2018,25,0,7,4.0,60539,4.0,1,2,2,11.0,4,39.0,16129,4072324,3664970521,8217949832,221873650370819,16583822760976,-5014735153910540175
14286,251,2013,16,2,7,4.0,186321,2.0,1,2,3,11.0,9,32.0,5078,4052169,34715515041,8157016197,6468229477954161,16420073604561,6128619770776376641
14287,170,2013,6,1,7,4.0,106485,4.0,1,2,0,11.0,8,26.725070166749216,3823,4052169,11339055225,8157016197,1207439295634125,16420073604561,-553035120367060687
14288,306,2008,13,1,2,4.0,139809,2.0,2,0,3,1.0,0,10.0,25233,4032064,19546556481,8096384512,2732784515052129,16257540100096,-5313755282977480575
14289,213,1998,3,2,7,4.0,135043,3.0,1,2,1,11.0,2,26.725070166749216,4528,3992004,18236611849,7976023992,2462726773924507,15936095936016,532618404315269713
14290,142,1994,13,1,2,4.0,198616,2.0,2,2,2,5.0,7,18.0,19462,3976036,39448315456,7928215784,7835066622608896,15808862273296,6643090124486152192
14291,144,1986,35,5,1,4.0,270640,2.0,2,2,2,5.0,9,39.0,3376,3944196,73246009600,7833173256,19823300038144000,15556682086416,-3024603126187360256
14292,225,2017,35,1,7,4.0,119737,4.0,1,2,2,12.0,11,33.0,6835,4068289,14336949169,8205738913,1716663282648553,16550975387521,2633926663684722785
14293,266,2005,35,2,2,4.0,294036,2.0,1,1,2,12.0,4,28.0,4974,4020025,86457169296,8060150125,25421520231118656,16160601000625,3910772824836731136
14294,64,2007,13,2,1,4.0,24848,2.0,1,0,3,1.0,9,2.0,20788,4028049,617423104,8084294343,15341729288192,16225178746401,381211289352994816
14295,231,2017,25,1,1,4.0,68922,2.0,1,0,2,5.0,2,34.0,21544,4068289,4750242084,8205738913,327396184913448,16550975387521,4118055782895111440
14296,309,2006,35,1,1,4.0,140479,2.0,1,1,3,12.0,11,35.0,6315,4024036,19734349441,8072216216,2772261675122239,16192865729296,2062922311596428545
14297,166,2008,5,1,2,3.0,88847,2.0,0,1,3,1.0,4,13.0,23439,4032064,7893789409,8096384512,701339507621423,16257540100096,6971679012511914433
14298,256,2001,17,2,1,3.0,144729,2.0,1,1,3,1.0,11,12.0,18746,4004001,20946483441,8012006001,3031563601932489,16032024008001,-3966689224942038303
14299,306,2002,17,1,2,3.0,212455,2.0,2,1,3,6.0,4,10.0,19931,4008004,45137127025,8024024008,9589608322096375,16064096064016,8218387962934672865
14300,228,2016,17,1,2,3.0,16629,2.0,2,1,3,6.0,2,33.0,38709,4064256,276523641,8193540096,4598311626189,16518176833536,76465324031896881
14301,309,2010,2,5,2,4.0,173883,2.0,2,0,3,12.0,11,35.0,8616,4040100,30235297689,8120601000,5257404268056387,16322408010000,-8163977343028840079
14302,40,2018,29,1,7,4.0,37200,2.0,0,2,0,11.0,3,39.0,24549,4072324,1383840000,8217949832,51478848000000,16583822760976,1915013145600000000
14303,173,2010,23,2,2,4.0,201787,2.0,1,2,3,12.0,7,12.0,12310,4040100,40717993369,8120601000,8216361727950403,16322408010000,-2251982635931675279
14304,257,2010,35,0,7,4.0,145744,2.0,1,2,3,11.0,8,32.0,3949,4040100,21241313536,8120601000,3095793999990784,16322408010000,8471542965627584512
14305,81,2012,13,0,1,3.0,101084,2.0,1,1,3,12.0,0,36.0,15409,4048144,10217975056,8144865728,1032873790560704,16387469844736,-6273450197219106560
14306,309,2016,25,1,7,4.0,21448,2.0,1,1,3,12.0,11,35.0,8647,4064256,460016704,8193540096,9866438267392,16518176833536,211615367959023616
14307,309,2019,17,1,2,4.0,26410,4.0,2,1,2,1.0,11,26.725070166749216,35189,4076361,697488100,8230172859,18420660721000,16616719002321,486489649641610000
14308,312,2010,25,1,7,4.0,74963,2.0,1,2,2,12.0,4,26.725070166749216,12527,4040100,5619451369,8120601000,421250932974347,16322408010000,-5315254458863129071
14309,154,2017,13,1,2,4.0,68611,2.0,1,2,2,8.0,11,45.0,17541,4068289,4707469321,8205738913,322984177583131,16550975387521,3713523334446649425
14310,123,2006,25,1,2,4.0,184811,2.0,1,2,2,12.0,4,39.0,2126,4024036,34155105721,8072216216,6312239243403731,16192865729296,4426370168985178033
14311,256,2018,35,1,7,4.0,113760,4.0,1,2,3,12.0,0,12.0,19976,4072324,12941337600,8217949832,1472206565376000,16583822760976,1457522213787795456
14312,311,2003,22,1,2,4.0,98854,2.0,1,2,3,11.0,2,38.0,9969,4012009,9772113316,8036054027,966012489739864,16096216216081,3260478292196757776
14313,24,2013,34,1,7,4.0,46559,2.0,1,2,0,11.0,7,31.0,7824,4052169,2167740481,8157016197,100927829054879,16420073604561,4699098792966111361
14314,314,2009,16,1,7,4.0,159871,2.0,1,2,2,11.0,11,3.0,6135,4036081,25558736641,8108486729,4086100785533311,16289949838561,7612976104161656321
14315,316,2002,13,1,7,4.0,168178,2.0,1,2,2,11.0,3,22.0,4657,4008004,28283839684,8024024008,4756719590375752,16064096064016,6765592100702500368
14316,207,2009,22,2,2,4.0,89254,1.0,1,2,3,11.0,2,26.725070166749216,5114,4036081,7966276516,8108486729,711022044159064,16289949838561,8121329308244443408
14317,110,2013,25,1,2,4.0,86113,2.0,0,2,0,11.0,2,39.0,7604,4052169,7415448769,8157016197,638566539844897,16420073604561,-351351775465039487
14318,315,2010,13,1,1,4.0,31249,2.0,2,1,3,1.0,3,0.0,32413,4040100,976500001,8120601000,30514648531249,16322408010000,953552251953000001
14319,0,2015,16,5,2,4.0,142344,2.0,1,1,3,12.0,11,18.0,4666,4060225,20261814336,8181353375,2884147699843584,16485427050625,4712750564924985344
14320,359,1942,13,1,0,4.0,26157,2.0,1,0,2,5.0,4,50.0,24597,3771364,684188649,7323988888,17896322491893,14223186420496,468114107420445201
14321,110,2009,28,1,2,4.0,73180,2.0,1,2,3,8.0,0,26.725070166749216,5760,4036081,5355312400,8108486729,391901761432000,16289949838561,-8214117245825343232
14322,157,2015,25,1,2,4.0,150664,2.0,1,1,3,12.0,9,21.0,29816,4060225,22699640896,8181353375,3420018695954944,16485427050625,-1235137256511762432
14323,210,2010,37,2,7,4.0,238844,4.0,1,2,3,11.0,11,26.725070166749216,3288,4040100,57046456336,8120601000,13625203817115584,16322408010000,7671223522273460480
14324,264,2013,35,0,7,4.0,160984,2.0,1,2,2,11.0,4,26.725070166749216,6913,4052169,25915848256,8157016197,4172036915643904,16420073604561,7548404174474383360
14325,313,1998,13,1,2,4.0,163344,2.0,2,2,2,8.0,9,50.0,17972,3992004,26681262336,7976023992,4358224115011584,15936095936016,-7533259032220336128
14326,213,2013,13,2,7,4.0,67563,2.0,1,2,2,5.0,4,37.0,11894,4052169,4564758969,8157016197,308408810222547,16420073604561,2390280371356391345
14327,233,2013,13,0,2,4.0,99192,2.0,1,2,3,8.0,4,32.0,15639,4052169,9839052864,8157016197,975955331685888,16420073604561,4573240892038844416
14328,306,2011,13,1,1,4.0,89811,2.0,1,1,3,12.0,4,10.0,18972,4044121,8066015721,8132727331,724416937918731,16354914662641,-8726366683419056623
14329,34,2014,25,1,2,4.0,79375,2.0,1,0,2,12.0,4,21.0,16411,4056196,6300390625,8169178744,500093505859375,16452725990416,2801433880168787393
14330,290,2019,21,0,2,4.0,24553,2.0,1,1,3,12.0,4,50.0,23120,4076361,602849809,8230172859,14801771360377,16616719002321,363427892211336481
14331,324,2002,8,1,2,4.0,81639,2.0,2,2,3,7.0,7,48.0,2725,4008004,6664926321,8024024008,544117919920119,16064096064016,7527754716939491809
14332,40,2015,34,1,7,4.0,150263,2.0,1,2,0,11.0,2,39.0,6863,4060225,22578969169,8181353375,3392783644241447,16485427050625,-6698985329214894687
14333,95,2019,34,2,7,4.0,19508,4.0,1,2,0,11.0,4,26.725070166749216,11560,4076361,380562064,8230172859,7424004744512,16616719002321,144827484555940096
14334,185,1963,35,1,1,4.0,103935,2.0,1,1,3,10.0,9,23.0,2869,3853369,10802484225,7564163347,1122756197925375,14848452650161,6013200989116540929
14335,316,2015,16,1,7,4.0,192963,2.0,1,2,2,12.0,8,22.0,7673,4060225,37234719369,8181353375,7184923153600347,16485427050625,2918520959967386961
14336,233,2014,5,2,7,4.0,68945,2.0,1,1,3,12.0,4,32.0,17749,4056196,4753413025,8169178744,327724061008625,16452725990416,4148191312530099009
14337,170,2003,35,0,7,4.0,89019,2.0,2,2,2,11.0,4,18.0,4208,4012009,7924382361,8036054027,705420593393859,16096216216081,7455603582199279473
14338,105,1925,25,1,1,4.0,85,2.0,2,0,3,5.0,2,26.725070166749216,17358,3705625,7225,7133328125,614125,13731656640625,52200625
14339,224,2010,16,1,7,3.887042178526604,290687,2.0,2,2,2,3.0,0,37.0,6488,4040100,84498931969,8120601000,24562741037272703,16322408010000,1179547376093741569
14340,323,2014,13,1,2,4.0,34571,2.0,1,2,2,5.0,9,30.0,20147,4056196,1195154041,8169178744,41317670351411,16452725990416,1428393181718629681
14341,325,2002,28,1,2,4.0,168297,2.0,1,2,2,12.0,8,18.0,4337,4008004,28323880209,8024024008,4766824067534073,16064096064016,9032194924271164193
14342,6,2009,27,0,7,4.0,196803,2.0,1,2,2,11.0,11,30.0,3354,4036081,38731420809,8108486729,7622459809473627,16289949838561,5936687913364533585
14343,0,2012,35,1,2,4.0,94860,2.0,1,1,3,12.0,0,18.0,21867,4048144,8998419600,8144865728,853590083256000,16387469844736,7184579002825953536
14344,15,2011,34,2,7,4.0,147997,1.0,1,1,3,12.0,4,19.0,15359,4044121,21903112009,8132727331,3241594867995973,16354914662641,130969762351674065
14345,160,2014,37,1,2,4.0,233176,2.0,1,2,2,11.0,11,43.0,2609,4056196,54371046976,8169178744,12678023249675776,16452725990416,4731697472870486016
14346,39,2007,13,1,2,4.0,294724,2.0,2,2,2,5.0,9,33.0,4225,4028049,86862236176,8084294343,25600385694735424,16225178746401,329747347996492032
14347,152,1989,35,2,1,3.0,162403,2.0,2,1,3,6.0,4,5.0,15289,3956121,26374734409,7868724669,4283335992224827,15650893366641,-5349659655674382127
14348,305,2009,34,0,7,4.0,49187,2.0,2,2,0,11.0,11,18.0,3217,4036081,2419360969,8108486729,119001107982203,16289949838561,5853307498320618961
14349,304,2015,17,1,1,3.0,40353,2.0,1,1,3,1.0,4,19.0,34710,4060225,1628364609,8181353375,65709397066977,16485427050625,2651571299843722881
14350,24,1992,6,2,7,4.0,53593,2.0,2,2,2,11.0,2,31.0,3485,3968064,2872209649,7904383488,153930331718857,15745531908096,8249588267808703201
14351,334,2012,13,1,1,4.0,119160,2.0,1,2,3,6.0,2,34.0,13589,4048144,14199105600,8144865728,1691965423296000,16387469844736,-1299584970853707776
14352,110,2017,13,1,2,4.0,87687,4.0,1,2,3,5.0,2,26.725070166749216,14837,4068289,7689009969,8205738913,674226217151703,16550975387521,3780642082252726113
14353,146,2011,25,1,7,4.0,124519,2.0,1,2,3,11.0,11,24.0,5331,4044121,15504981361,8132727331,1930664774090359,16354914662641,596774046733241313
14354,25,2013,23,0,7,4.0,50227,4.0,1,2,0,11.0,8,32.0,5624,4052169,2522751529,8157016197,126710241047083,16420073604561,6364275277071837841
14355,227,2010,25,2,2,3.0,123078,2.0,2,1,3,12.0,4,36.0,32954,4040100,15148194084,8120601000,1864409431470552,16322408010000,8106855122017979664
14356,112,2011,13,1,1,3.0,157371,2.2066036342148028,1,1,3,8.545981681193677,2,39.0,20626,4044121,24765631641,8132727331,3897392216975811,16354914662641,4593956145285149553
14357,27,2011,13,0,2,3.0,14600,2.0,1,0,3,6.0,4,46.0,70100,4044121,213160000,8132727331,3112136000000,16354914662641,45437185600000000
14358,9,2013,13,1,7,4.0,19353,2.0,1,1,2,1.0,11,31.0,12876,4052169,374538609,8157016197,7248445699977,16420073604561,140279169631654881
14359,306,2011,29,1,7,4.0,59202,2.0,1,2,2,11.0,0,10.0,7854,4044121,3504876804,8132727331,207495716550408,16354914662641,-6162582662492297200
14360,190,2011,25,1,7,4.0,50377,2.0,1,2,3,11.0,4,26.725070166749216,8988,4044121,2537842129,8132727331,127848872932633,16354914662641,6440642671727252641
14361,316,2012,13,2,1,4.0,57390,2.0,0,0,3,11.0,4,22.0,25818,4048144,3293612100,8144865728,189020398419000,16387469844736,-7598863408443141616
14362,150,1991,35,1,7,4.0,117069,2.0,1,2,3,12.0,4,7.0,18276,3964081,13705150761,7892485271,1604448294439509,15713938174561,3363716644643362961
14363,70,1987,34,5,2,3.887042178526604,22482,2.0,1,2,3,11.0,2,44.0,2458,3948169,505440324,7845011803,11363309364168,15588038452561,255469921125224976
14364,172,2011,16,2,2,4.0,137249,2.0,1,1,3,12.0,7,21.0,3503,4044121,18837288001,8132727331,2585398940849249,16354914662641,4355281832137095297
14365,126,2011,35,1,2,4.0,93540,2.0,1,2,2,6.0,4,43.0,15874,4044121,8749731600,8132727331,818449893864000,16354914662641,2770826777200353536
14366,221,2007,35,2,1,3.0,144747,2.0,1,1,3,1.0,4,8.0,12874,4028049,20951694009,8084294343,3032694852720723,16225178746401,-3748375922262746703
14367,213,2011,9,1,2,4.0,80091,2.0,1,0,3,5.0,0,37.0,7106,4044121,6414568281,8132727331,513749188193571,16354914662641,4253198084192191729
14368,340,2005,35,1,1,4.0,114517,2.0,1,2,3,8.0,0,19.0,6985,4020025,13114143289,8060150125,1501792347026413,16160601000625,5960057541037772977
14369,325,2017,8,1,7,4.0,36369,4.0,1,2,2,11.0,2,18.0,6231,4068289,1322704161,8205738913,48105427631409,16550975387521,1749546297526713921
14370,324,2016,25,1,2,4.0,93521,2.0,1,0,2,9.0,4,26.725070166749216,11604,4064256,8746177441,8193540096,817951260459761,16518176833536,2708643534619102017
14371,172,2018,5,0,7,4.0,131252,4.0,1,1,2,12.0,0,21.0,11483,4072324,17227087504,8217949832,2261089689075008,16583822760976,1624638691120124160
14372,312,2010,23,1,2,4.0,162148,2.0,1,2,3,12.0,11,2.0,2350,4040100,26291973904,8120601000,4263190984585792,16322408010000,8738361041363591424
14373,328,2017,22,1,2,4.0,58142,4.0,1,2,2,11.0,8,33.0,18599,4068289,3380492164,8205738913,196548575399288,16550975387521,-7019016802844148720
14374,9,2015,13,2,7,3.887042178526604,131023,2.0,2,1,3,12.0,4,31.0,10222,4060225,17167026529,8181353375,2249275316909167,16485427050625,-441105331963038015
14375,123,2014,8,1,2,4.0,87457,2.0,1,2,2,12.0,0,39.0,7130,4056196,7648726849,8169178744,668934704032993,16452725990416,3162790189484813953
14376,197,2004,4,5,7,4.0,156691,2.0,2,2,0,3.0,2,36.0,3654,4016016,24552069481,8048096064,3847088319047371,16128384512256,-5938438632563593967
14377,181,2015,34,1,7,3.887042178526604,74741,4.0,1,2,3,12.0,4,8.0,8459,4060225,5586217081,8181353375,417519450851021,16485427050625,-5687666871362942671
14378,149,2003,13,1,2,4.0,122588,2.0,1,0,2,12.0,0,17.0,15743,4012009,15027817744,8036054027,1842230121601472,16096216216081,4474377262366630144
14379,213,2012,23,1,7,4.0,172367,4.0,1,2,0,11.0,0,37.0,7295,4048144,29710382689,8144865728,5121089532954863,16387469844736,-2736876011227606847
14380,157,2017,5,1,2,3.887042178526604,113075,2.0,1,1,3,12.0,11,21.0,11452,4068289,12785955625,8205738913,1445771932296875,16550975387521,-2540035418916823919
14381,215,2005,13,1,1,3.0,161817,2.0,1,1,3,1.0,4,32.0,20561,4020025,26184741489,8060150125,4237136313525513,16160601000625,3111156118504527329
14382,64,2007,35,2,1,4.0,138235,2.0,2,1,3,6.0,9,2.0,15188,4028049,19108915225,8084294343,2641520896127875,16225178746401,-3784240397954231695
14383,232,2013,13,2,1,3.0,143172,2.0,1,1,3,1.0,4,26.725070166749216,8934,4052169,20498221584,8157016197,2934771380624448,16420073604561,-4098025588556218112
14384,187,2015,34,1,7,4.0,98142,2.0,2,2,0,11.0,11,50.0,4109,4060225,9631852164,8181353375,945289235079288,16485427050625,538855740603724816
14385,332,2009,23,5,7,4.0,314930,2.0,2,1,2,12.0,11,34.0,3430,4036081,99180904900,8108486729,31235042380157000,16289949838561,4737305495652998672
14386,241,1986,13,5,1,4.0,59392,2.0,1,2,0,1.0,4,12.0,8215,3944196,3527409664,7833173256,209499914764288,15556682086416,-6004125136028958720
14387,225,1968,11,2,2,4.0,118838,2.0,1,2,3,8.0,11,33.0,4507,3873024,14122470244,7622111232,1678286118856472,15000314904576,-3470019018139648240
14388,213,2012,29,1,7,4.0,110107,2.0,1,2,0,11.0,0,37.0,14212,4048144,12123551449,8144865728,1334887879395043,16387469844736,-593452853126413327
14389,34,2014,25,0,2,4.0,136189,2.0,1,0,3,12.0,4,21.0,19101,4056196,18547443721,8169178744,2525957812919269,16452725990416,-6480468816819154863
14390,53,2013,13,0,3,4.0,63157,2.0,1,1,3,1.0,0,39.0,35413,4052169,3988806649,8157016197,251921061530893,16420073604561,-2536165590602942415
14391,26,1990,6,1,7,4.0,126740,2.0,2,2,0,5.0,9,13.0,3958,3960100,16063027600,7880599000,2035828118024000,15682392010000,-233561353571962624
14392,350,1998,25,2,2,4.0,22591,2.0,2,0,2,12.0,7,2.0,25387,3992004,510353281,7976023992,11529390971071,15936095936016,260460471427464961
14393,64,2008,25,1,2,4.0,177209,1.0,1,1,2,12.0,3,2.0,7871,4032064,31403029681,8096384512,5564899486740329,16257540100096,8472837239160726113
14394,55,2010,16,0,2,4.0,133823,2.0,1,2,3,2.0,2,2.0,6559,4040100,17908595329,8120601000,2396581952712767,16322408010000,7123137404818240769
14395,187,1995,35,2,0,4.0,6908,4.0,0,0,3,5.0,8,50.0,5023,3980025,47720464,7940149875,329652965312,15840599000625,2277242684375296
14396,213,2012,25,0,7,4.0,58494,2.0,1,2,2,11.0,4,37.0,20160,4048144,3421548036,8144865728,200140030817784,16387469844736,-6739753111054094320
14397,123,2011,35,2,7,4.0,110020,2.0,1,2,3,1.0,0,39.0,4155,4044121,12104400400,8132727331,1331726132008000,16354914662641,-1057443546156252928
14398,133,1991,35,2,7,4.0,164298,2.0,2,2,0,3.0,2,32.0,2394,3964081,26993832804,7892485271,4435032742031592,15713938174561,-9202753498075562224
14399,111,2014,25,1,2,4.0,93310,2.0,1,2,2,12.0,4,39.0,7913,4056196,8706756100,8169178744,812427411691000,16452725990416,2020625490049003536
14400,6,2011,13,2,1,4.0,95906,4.0,1,2,3,11.0,4,30.0,16783,4044121,9197960836,8132727331,882139631937416,16354914662641,-7631236827957939184
14401,16,2019,20,0,7,4.0,56236,2.0,1,1,2,12.0,4,18.0,23992,4076361,3162487696,8230172859,177845658072256,16616719002321,-8445415646358163200
14402,19,2011,27,0,7,4.0,68557,2.0,1,2,3,11.0,8,34.0,11400,4044121,4700062249,8132727331,322222167604693,16354914662641,3643841070765386385
14403,115,2012,17,1,1,3.0,40061,2.0,1,1,3,6.0,9,1.0,36065,4048144,1604883721,8144865728,64293246746981,16387469844736,2575651757930805841
14404,155,2012,17,1,1,3.0,56041,2.0,2,1,3,6.0,2,42.0,70299,4048144,3140593681,8144865728,176002010476921,16387469844736,-8583415404572421855
14405,301,2012,13,0,7,4.0,108339,2.0,1,2,2,11.0,11,26.725070166749216,10185,4048144,11737338921,8144865728,1271611561362219,16387469844736,8637916430454582929
14406,146,2017,25,0,7,4.0,105311,4.0,1,2,2,11.0,11,24.0,9061,4068289,11090406721,8205738913,1167941822195231,16550975387521,-6130087278764889471
14407,346,2001,27,2,7,4.0,99323,2.0,2,2,2,11.0,4,14.0,1007,4004001,9865058329,8012006001,979827188411267,16032024008001,5085655466024514161
14408,25,2015,34,1,7,4.0,98554,2.0,2,2,0,11.0,2,32.0,3649,4060225,9712890916,8181353375,957244251335464,16485427050625,2106529577567560976
14409,269,2016,13,0,2,4.0,28995,3.0,1,2,3,11.0,4,18.0,32009,4064256,840710025,8193540096,24376387174875,16518176833536,706793346135500625
14410,79,2015,29,0,7,3.887042178526604,79175,2.0,1,2,2,11.0,11,11.0,18968,4060225,6268680625,8181353375,496322788484375,16485427050625,2402868630831287393
14411,11,2011,25,1,2,4.0,92501,2.0,2,0,2,5.0,9,29.0,19259,4044121,8556435001,8132727331,791478794027501,16354914662641,-574396368500336463
14412,231,2017,13,1,7,4.0,53679,2.0,1,2,2,1.0,2,34.0,21511,4068289,2881435041,8205738913,154672551565839,16550975387521,8302667895502671681
14413,213,1984,28,1,2,4.0,101963,2.0,1,2,2,12.0,3,37.0,6246,3936256,10396453369,7809531904,1060053574863347,15494111297536,-2594221788465859535
14414,307,2007,25,2,2,4.0,194230,2.0,1,0,3,11.0,4,13.0,5643,4028049,37725292900,8084294343,7327383639967000,16225178746401,2798430715154935568
14415,213,2012,13,1,2,3.0,84696,2.2066036342148028,1,1,3,8.545981681193677,0,37.0,9740,4048144,7173412416,8144865728,607559337985536,16387469844736,-3882386531105697792
14416,23,2017,35,1,7,4.0,50503,2.0,1,2,3,12.0,8,24.0,39462,4068289,2550553009,8205738913,128810578613527,16550975387521,6505320651718954081
14417,133,2010,13,1,2,4.0,98662,2.0,1,0,2,1.0,0,32.0,28542,4040100,9734190244,8120601000,960394677853528,16322408010000,2520739337837021456
14418,213,2006,13,1,2,4.0,281784,4.0,1,2,2,12.0,3,37.0,2160,4024036,79402222656,8072216216,22374275908898304,16192865729296,-4073510495666958336
14419,272,2014,17,1,1,3.0,167668,2.0,1,1,3,6.0,4,17.0,22333,4056196,28112558224,8169178744,4713576412301632,16452725990416,-2894065271720685312
14420,181,2014,23,2,7,3.887042178526604,154753,2.2066036342148028,2,2,0,8.545981681193677,0,8.0,3866,4056196,23948491009,8169178744,3706100829115777,16452725990416,1681155323157737985
14421,122,2010,13,1,2,4.0,70521,2.0,1,2,3,8.0,0,39.0,13748,4040100,4973211441,8120601000,350715844030761,16322408010000,6286087963183744865
14422,316,2013,22,1,7,4.0,132495,2.0,2,2,3,11.0,3,22.0,3173,4052169,17554925025,8157016197,2325939791187375,16420073604561,-5419256619691126847
14423,98,2015,6,1,7,4.0,135687,2.0,1,2,0,11.0,8,32.0,1998,4060225,18410961969,8181353375,2498128196687703,16485427050625,6922127297192427873
